,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,29197.0,32701.0,7499.0,21698.0,84526.0,25202.0,81630.0,31912.0,24986.0,56644.0,84526.0,6926.0,1836.0,28258.0,626.0,1210.0,109457.0,27632.0,11869.0,27211.0,3220.0,8649.0,103065.0,23991.0,14393.0,18963.0
1,29197.0,32701.0,7499.0,21698.0,84526.0,25202.0,81630.0,31912.0,24986.0,56644.0,84526.0,6926.0,1836.0,28258.0,626.0,1210.0,109457.0,27632.0,11869.0,27211.0,3220.0,8649.0,103065.0,23991.0,14393.0,18963.0
2,33700.0,32701.0,22305.0,11395.0,94829.0,10396.0,27322.0,31912.0,18398.0,8924.0,94829.0,13514.0,33584.0,28258.0,19540.0,14044.0,96623.0,8718.0,26741.0,27211.0,16495.0,10246.0,101468.0,10716.0,17578.0,18963.0
3,35799.0,32701.0,23329.0,12470.0,93754.0,9372.0,36883.0,31912.0,25032.0,11851.0,93754.0,6880.0,24592.0,28258.0,17030.0,7562.0,103105.0,11228.0,23785.0,27211.0,15123.0,8662.0,103052.0,12088.0,17866.0,18963.0
4,33493.0,32701.0,11929.0,21564.0,84660.0,20772.0,65978.0,31912.0,23631.0,42347.0,84660.0,8281.0,7565.0,28258.0,3142.0,4423.0,106244.0,25116.0,14832.0,27211.0,4638.0,10194.0,101520.0,22573.0,17057.0,18963.0
5,32608.0,32701.0,21616.0,10992.0,95232.0,11085.0,27941.0,31912.0,18727.0,9214.0,95232.0,13185.0,32417.0,28258.0,19095.0,13322.0,97345.0,9163.0,27849.0,27211.0,16867.0,10982.0,100732.0,10344.0,18110.0,18963.0
