5.253260678728111088e-05,2.848339499905705452e-05,5.186157795833423734e-05,7.134919724194332957e-05,-4.136613642913289368e-05,1.062427545548416674e-04,1.905302269733510911e-05,1.354905660264194012e-03,-8.798312592261936516e-06,6.056226084183435887e-06,4.524838368524797261e-05,2.135376053047366440e-05,-5.015446618017449509e-07,2.582200431788805872e-05,-2.623544332891469821e-06,5.351001163944602013e-05,8.545730452169664204e-06,-7.442818059644196182e-06,2.142006997019052505e-05,1.266886829398572445e-04,4.345891647972166538e-05,2.100921847159042954e-05
2.973487971758004278e-05,3.183278386131860316e-05,3.702503454405814409e-05,3.473439574008807540e-05,-5.416093699750490487e-05,1.028389451676048338e-04,1.965832962014246732e-05,1.781703438609838486e-03,-1.914974745886866003e-06,-9.701516319182701409e-06,1.689526288828346878e-05,7.029776043054880574e-06,-3.042023490706924349e-05,1.323006472375709563e-05,4.249187895766226575e-06,4.219253969495184720e-05,-6.446717179642291740e-06,-1.135846177930943668e-04,2.097296237479895353e-05,8.598401473136618733e-05,7.489065865229349583e-06,2.199096525146160275e-05
2.409678381809499115e-05,9.862101251201238483e-06,-1.182814594358205795e-05,1.900925963127519935e-05,-5.058760871179401875e-05,1.318740687565878034e-04,1.908713238663040102e-05,1.931661856360733509e-03,-1.009268089546822011e-06,3.193743850715691224e-06,1.645661177462898195e-05,2.171045707655139267e-06,-2.533273982407990843e-05,6.101640337874414399e-06,-4.907721631752792746e-06,3.768761598621495068e-05,-2.059051439573522657e-05,-6.050566662452183664e-05,1.656890162848867476e-05,8.080434781732037663e-05,7.559201549156568944e-06,2.482467789377551526e-05
2.400511402811389416e-05,9.101992873183917254e-06,-4.196662484901025891e-05,1.140978292824001983e-05,-5.252540722722187638e-05,9.799282270250841975e-05,1.978681393666192889e-05,1.890486921183764935e-03,-3.008579369634389877e-05,-9.098403097596019506e-06,2.437819057377055287e-05,6.058307349121605512e-07,-2.580330328783020377e-05,1.657197390159126371e-05,7.637266207893844694e-06,2.748062433965969831e-05,-2.095604577334597707e-05,-3.620509232860058546e-05,1.523683113191509619e-05,5.359787610359489918e-05,9.341553777630906552e-06,1.946623524418100715e-05
3.610928979469463229e-05,6.394127922249026597e-06,-3.721794564626179636e-05,2.629385107866255566e-06,-4.601015825755894184e-05,7.853237184463068843e-05,1.129002339439466596e-05,1.734687015414237976e-03,-8.203978723031468689e-06,4.200657258479623124e-06,8.098729267658200115e-06,-1.266503022634424269e-05,-2.116591713274829090e-05,-3.364776375747169368e-06,-7.471071057807421312e-06,5.766453250544145703e-05,-2.631850111356470734e-05,-1.046217657858505845e-04,7.019518307060934603e-06,6.326708535198122263e-05,1.330055420112330467e-05,1.192470608657458797e-05
6.689352630928624421e-06,1.143437657447066158e-05,-5.571612564381211996e-05,1.166172205557813868e-05,-3.571210254449397326e-05,5.470646283356472850e-05,2.041063089563976973e-05,1.894762157462537289e-03,-8.257321496785152704e-06,1.519888155598891899e-05,1.183642507385229692e-05,-7.489936706406297162e-07,-3.719220694620162249e-05,8.875317689671646804e-06,-3.514303898555226624e-06,1.685308052401524037e-05,-2.350606337131466717e-05,-5.450895332614891231e-05,-1.307186721533071250e-06,5.000918099540285766e-05,7.018297765171155334e-06,1.143638201028807089e-05
4.619816172635182738e-05,1.231003625434823334e-05,-7.858309254515916109e-05,1.848683859861921519e-05,-4.500852446653880179e-05,5.589761713054031134e-05,5.118185526953311637e-06,1.721542328596115112e-03,-9.693635547591838986e-07,1.442220673197880387e-05,3.892253516823984683e-06,2.067485183943063021e-06,-2.763945667538791895e-05,1.065531887434190139e-05,-2.525269155739806592e-05,1.329920269199647009e-05,-1.760871418809983879e-05,-7.515549805248156190e-05,-8.677674486534669995e-06,5.279621473164297640e-05,8.531053026672452688e-06,2.173204120481386781e-05
3.149049007333815098e-05,8.751115274208132178e-06,-5.436882929643616080e-05,1.277690716960933059e-05,-3.480886107354308479e-06,4.137861469644121826e-05,1.156904363597277552e-05,1.597248017787933350e-03,-1.521567355666775256e-05,6.431429483200190589e-06,1.278005765925627202e-05,-1.124232403526548296e-05,-2.555835453676991165e-05,-1.175353372673271224e-05,-2.756756657618097961e-05,2.015530844801105559e-05,-7.281637408595997840e-06,-5.498500104295089841e-05,2.199217078668880276e-06,5.810270158690400422e-05,5.738222625950584188e-06,2.259379652969073504e-05
3.510464739520102739e-05,2.325522700630244799e-06,-5.467545997817069292e-05,1.533679096610285342e-05,-1.913868982228450477e-05,3.706565257743932307e-05,1.660867019381839782e-05,1.371665974147617817e-03,-1.664394039835315198e-05,4.921573690808145329e-06,1.008214780995331239e-06,-3.367948465893277898e-06,-4.032264405395835638e-05,-3.647547146101715043e-06,-2.556802428443916142e-05,1.349989724985789508e-05,-9.551402399665676057e-06,1.025978349389333744e-06,2.735697535172221251e-06,4.398957025841809809e-05,-2.446928192512132227e-06,1.910414721351116896e-05
2.329247581656090915e-05,4.501067905948730186e-06,-1.717348095553461462e-05,1.265206628886517137e-05,-3.488788706818013452e-06,8.573479135520756245e-05,9.859229066933039576e-06,1.492717768996953964e-03,-2.787615085253491998e-05,9.817200634643086232e-07,5.929413418925832957e-06,1.853511690796949551e-07,-3.799947080551646650e-05,4.628968326869653538e-06,-3.862080848193727434e-05,1.275599970540497452e-05,-4.131431524001527578e-06,2.860794666048604995e-05,1.643683390284422785e-05,5.392785897129215300e-05,9.835875971475616097e-06,1.866442653408739716e-05
