,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,55913.0,55432.0,47158.0,8755.0,103723.0,8274.0,58990.0,54806.0,46887.0,12103.0,103723.0,7919.0,16510.0,19815.0,9340.0,7170.0,140925.0,10475.0,16993.0,16920.0,9071.0,7922.0,143068.0,7849.0,19504.0,21581.0
1,46164.0,55432.0,23482.0,22682.0,89796.0,31950.0,90344.0,54806.0,41550.0,48794.0,89796.0,13256.0,2421.0,19815.0,611.0,1810.0,146285.0,19204.0,7796.0,16920.0,1119.0,6677.0,144313.0,15801.0,21185.0,21581.0
2,51017.0,55432.0,43273.0,7744.0,104734.0,12159.0,44759.0,54806.0,34179.0,10580.0,104734.0,20627.0,30256.0,19815.0,10807.0,19449.0,128646.0,9008.0,22224.0,16920.0,10128.0,12096.0,138894.0,6792.0,19654.0,21581.0
3,54122.0,55432.0,45415.0,8707.0,103771.0,10017.0,63800.0,54806.0,49040.0,14760.0,103771.0,5766.0,11808.0,19815.0,6911.0,4897.0,143198.0,12904.0,17447.0,16920.0,8751.0,8696.0,142294.0,8169.0,20733.0,21581.0
4,41072.0,55432.0,20831.0,20241.0,92237.0,34601.0,93208.0,54806.0,41551.0,51657.0,92237.0,13255.0,786.0,19815.0,198.0,588.0,147507.0,19617.0,11420.0,16920.0,1582.0,9838.0,141152.0,15338.0,21424.0,21581.0
5,52267.0,55432.0,44274.0,7993.0,104485.0,11158.0,44768.0,54806.0,34179.0,10589.0,104485.0,20627.0,29987.0,19815.0,10771.0,19216.0,128879.0,9044.0,20761.0,16920.0,9821.0,10940.0,140050.0,7099.0,20127.0,21581.0
